"Easting","Northing","City","Administrative.unit","X6.29.18","X7.6.18","X7.13.18","X7.20.18","X7.27.18","X8.3.18","X8.10.18","X8.17.18","X8.24.18","X8.31.18","X9.7.18","X9.14.18","X9.21.18","X9.28.18","X10.5.18","X10.12.18","X10.19.18","X10.26.18","X11.2.18","X11.9.18","X11.16.18","X11.23.18","X11.30.18","X12.7.18","X12.14.18","X12.21.18","X12.28.18","X1.4.19","X1.11.19","X1.18.19","X1.25.19","X2.1.19","X2.8.19","X2.15.19","X2.22.19","X3.1.19","X3.8.19","X3.15.19","X3.22.19","X3.29.19","X4.5.19","X4.12.19","X4.19.19","X4.26.19","X5.3.19","X5.10.19"
450500,275500,"Rugby U.D.","Rugby U.D.",NA,4.6,6.9,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.4,23,57.5,34.5,27.6,13.8,6.9,2.3,6.9,2.3,2.3,NA,NA,NA,NA,NA,NA,4.6,18.4,20.7,16.1,NA,2.3,NA,2.3,NA,NA,NA,NA,NA
380500,398500,"Salford","Salford",2.7,12.7,9.5,6,1,1.7,0.7,0.2,0.2,0.7,NA,0.2,NA,NA,0.2,NA,1.2,2.2,8,13.5,19.7,23.2,16.4,8.7,6,4,1,0.7,0.5,NA,0.5,0.5,1.2,4,16.4,26.4,28.4,14.2,5.2,3.2,2,2.2,0.7,0.2,0.7,0.2
414500,130500,"Salisbury M.B.","Salisbury M.B.",NA,2.5,NA,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,7.6,20.2,30.2,7.6,2.5,5,10.1,5,5,NA,5,NA,NA,NA,NA,2.5,2.5,NA,10.1,5,7.6,NA,7.6,NA,7.6,2.5,NA,NA,NA
503500,488500,"Scarborough M.B.","Scarborough M.B.",NA,5.4,7.2,1.8,1.8,NA,NA,NA,NA,NA,NA,1.8,NA,NA,NA,NA,1.8,3.6,5.4,19.7,19.7,21.5,18,19.7,16.2,7.2,1.8,1.8,NA,1.8,NA,NA,3.6,3.6,NA,9,12.6,1.8,3.6,NA,1.8,NA,NA,NA,NA,NA
435500,387500,"Sheffield","Sheffield",1.7,6.3,7.6,3.7,1.7,0.6,0.4,0.2,NA,0.1,0.3,0.3,0.2,0.4,0.1,1.7,9.4,30.7,53.5,42.6,25.9,18.7,18,9,3.3,2.1,2,1.1,1,0.6,0.7,0.9,1.6,2.7,6.3,8.9,7.5,6.1,3.7,3.1,3.5,2,1.9,1.7,0.8,0.6
414500,437500,"Shipley U.D.","Shipley U.D.",NA,NA,4,4,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,36.2,32.2,26.2,34.2,10.1,18.1,4,NA,NA,NA,NA,NA,2,NA,4,14.1,12.1,20.1,8,2,4,4,NA,4,NA,NA,NA
349500,312500,"Shrewsbury M.B.","Shrewsbury M.B.",1.9,3.8,3.8,7.5,1.9,NA,1.9,NA,NA,NA,NA,NA,NA,NA,NA,1.9,7.5,24.5,37.7,54.6,16.9,7.5,5.6,3.8,5.6,3.8,7.5,NA,NA,3.8,NA,3.8,NA,5.6,9.4,15.1,15.1,13.2,5.6,5.6,5.6,3.8,3.8,NA,1.9,NA
402500,287500,"Smethwick","Smethwick",0.8,9.2,8.4,0.8,1.5,0.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,2.3,7.7,16.1,23.8,27.6,28.4,20.7,6.9,3.8,3.1,1.5,NA,NA,NA,0.8,0.8,0.8,5.4,14.6,17.7,16.1,6.1,3.1,NA,NA,0.8,0.8,NA,0.8
436500,566500,"South Shields","South Shields",1.5,6.4,5.9,7.9,0.5,1,0.5,0.5,0.5,0.5,NA,NA,NA,1,1,1,NA,1,6.9,15.8,24.2,48.9,50.3,31.1,18.8,8.4,2.5,1,2,1.5,1,3,8.4,12.8,18.8,17.8,11.8,3,4.9,2,2,1,1.5,1,0.5,0.5
512500,180500,"Southall Norwood U.D.","Southall Norwood U.D.",NA,3.5,NA,3.5,3.5,NA,1.8,1.8,NA,NA,NA,NA,NA,NA,1.8,NA,3.5,7,12.3,21.1,10.5,28.1,21.1,10.5,5.3,1.8,1.8,NA,1.8,NA,NA,NA,NA,1.8,1.8,7,1.8,5.3,1.8,3.5,1.8,NA,NA,1.8,NA,NA
443500,113500,"Southampton","Southampton",NA,2.3,1.4,0.9,NA,0.9,0.5,0.5,NA,NA,0.5,0.5,0.5,1.4,5,27.7,41.4,30.5,17.7,8.6,3.6,3.2,3.2,3.2,NA,0.9,NA,0.9,1.4,0.5,0.5,0.9,NA,2.3,8.2,16.4,7.3,6.4,3.6,1.8,0.9,2.7,1.4,0.9,NA,NA
587500,186500,"Southend-on-Sea","Southend-on-Sea",NA,NA,2.9,0.7,2.2,NA,0.7,2.2,NA,1.5,NA,0.7,1.5,0.7,2.2,2.9,11.1,25.8,22.9,19.9,6.6,7.4,2.2,5.2,2.2,4.4,0.7,2.9,2.2,1.5,1.5,NA,3.7,7.4,4.4,11.8,5.2,5.9,3.7,2.2,2.2,1.5,2.2,NA,2.9,NA
530500,194500,"Southgate U.D.","Southgate U.D.",NA,2.9,2.9,NA,NA,NA,NA,1.5,NA,NA,1.5,NA,NA,NA,1.5,7.4,7.4,11.8,26.5,14.7,14.7,8.8,10.3,5.9,4.4,NA,NA,1.5,1.5,NA,NA,1.5,5.9,2.9,10.3,19.2,5.9,10.3,5.9,2.9,4.4,1.5,NA,1.5,NA,NA
334500,417500,"Southport","Southport",0.8,0.8,4.1,1.6,3.3,0.8,NA,0.8,NA,NA,NA,NA,0.8,NA,NA,NA,7.4,10.6,22.9,27,9,11.5,10.6,8.2,5.7,5.7,1.6,0.8,1.6,2.5,1.6,4.1,5.7,6.6,25.4,22.9,13.9,5.7,5.7,2.5,NA,NA,NA,NA,NA,0.8
419500,425500,"Spenborough U.D.","Spenborough U.D.",NA,3.5,7.1,5.3,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.5,NA,3.5,14.1,22.9,31.7,40.6,17.6,5.3,5.3,NA,NA,1.7,NA,NA,NA,7.1,1.8,26.5,17.6,NA,5.3,3.5,NA,1.8,NA,NA,NA,NA
515500,207500,"St. Albans M.B.","St. Albans M.B.",NA,2.2,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20.1,24.6,49.2,24.6,17.9,11.2,4.5,6.7,4.5,NA,NA,2.2,NA,NA,NA,NA,4.5,8.9,17.9,13.4,11.2,4.5,NA,6.7,NA,NA,2.2,NA,NA
350500,395500,"St. Helens","St. Helens",NA,3.5,4,4.6,5.2,2.9,1.2,0.6,1.2,NA,0.6,NA,NA,0.6,1.7,1.7,4,16.7,19,19,8.1,9.2,15,28.8,17.3,7.5,3.5,1.2,1.2,NA,1.2,3.5,2.9,8.6,21.9,31.6,16.1,8.6,2.9,3.5,0.6,NA,0.6,0.6,NA,0.6
392500,323500,"Stafford M.B.","Stafford M.B.",NA,2.2,15.1,19.4,2.2,4.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.6,8.6,34.6,13,8.6,4.3,NA,2.2,6.5,4.3,4.3,2.2,NA,NA,NA,NA,NA,4.3,15.1,13,19.4,6.5,4.3,4.3,2.2,NA,NA,NA,NA
396500,398500,"Stalybridge M.B.","Stalybridge M.B.",2.2,4.4,8.8,8.8,4.4,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,4.4,2.2,11,19.9,17.7,24.3,17.7,11,6.6,4.4,2.2,NA,NA,NA,NA,NA,4.4,11,13.2,37.5,26.5,17.7,6.6,4.4,NA,2.2,2.2,NA,NA
419500,552500,"Stanley U.D.","Stanley U.D.",NA,4.8,4.8,21.5,4.8,2.4,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,23.9,33.5,28.7,21.5,9.6,12,12,2.4,2.4,2.4,NA,NA,2.4,NA,7.2,4.8,19.1,2.4,4.8,12,7.2,9.6,NA,2.4,NA,NA,NA,NA
389500,390500,"Stockport","Stockport",NA,2.3,7.2,8.1,3.6,1.4,0.5,NA,NA,NA,NA,NA,0.5,0.5,NA,NA,1.4,1.8,5.4,11.3,20.3,42.9,33,12.2,6.3,2.7,NA,NA,1.8,NA,0.9,NA,1.4,3.2,6.3,12.2,9.5,8.6,5.4,2.7,0.9,NA,0.5,NA,NA,0.5
443500,520500,"Stockton-on-Tees M.B.","Stockton-on-Tees M.B.",4.6,6.4,7.3,7.3,2.7,0.9,0.9,0.9,0.9,NA,NA,NA,NA,NA,NA,NA,1.8,0.9,4.6,11,32.9,34.7,43.9,26.5,7.3,6.4,2.7,2.7,1.8,0.9,NA,NA,0.9,2.7,4.6,5.5,8.2,8.2,4.6,4.6,5.5,1.8,0.9,NA,NA,0.9
387500,347500,"Stoke-on-Trent","Stoke-on-Trent",0.5,4,11.3,9.8,2.8,1.3,1.5,0.5,0.3,0.3,0.5,NA,0.3,0.3,0.3,1.5,5,17.8,39.5,37.8,21.3,14.5,11,5.3,4.3,2,1.3,0.8,2,0.8,0.3,0.3,2.8,8,15.3,18,17.3,15.5,9.3,5,3.3,2.5,1,1.8,0.3,1.3
379500,394500,"Stretford U.D.","Stretford U.D.",NA,12.8,12.8,1.3,NA,NA,NA,1.3,NA,NA,NA,NA,NA,NA,NA,1.3,NA,3.9,5.1,9,16.7,18,34.7,3.9,7.7,1.3,NA,1.3,1.3,1.3,NA,NA,NA,5.1,7.7,25.7,16.7,7.7,6.4,5.1,1.3,1.3,1.3,1.3,NA,1.3
439500,557500,"Sunderland","Sunderland",3.6,13,10.1,1.4,1.4,0.4,0.4,NA,NA,NA,NA,0.4,NA,NA,NA,NA,0.4,0.4,2.2,5.4,14.1,31.8,65.8,53.5,22.8,9,2.5,2.5,2.2,0.4,2.5,2.9,3.3,6.2,11.6,15.9,11.9,5.8,3.6,2.9,1.4,0.7,0.4,1.1,0.4,NA
413500,295500,"Sutton Coldfield M.B.","Sutton Coldfield M.B.",NA,NA,5,5,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,NA,15.1,32.7,15.1,10.1,20.2,12.6,5,2.5,NA,2.5,NA,NA,NA,NA,2.5,2.5,7.6,15.1,10.1,5,2.5,2.5,2.5,NA,NA,2.5,NA,NA
525500,164500,"Sutton U.D.","Sutton U.D.",NA,2.7,2.7,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.8,16.3,8.1,NA,2.7,NA,2.7,NA,NA,NA,NA,NA,NA,NA,5.4,2.7,8.1,NA,10.8,NA,5.4,NA,2.7,NA,NA,NA,2.7,NA
449500,358500,"Sutton-in-Ashfield U.D.","Sutton-in-Ashfield U.D.",NA,4.8,4.8,9.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.6,31.2,45.6,62.4,69.5,19.2,9.6,2.4,NA,NA,NA,NA,NA,NA,2.4,NA,4.8,7.2,NA,2.4,NA,2.4,2.4,NA,4.8,2.4,NA,NA
264500,194500,"Swansea","Swansea",NA,2.4,4.3,1.9,NA,0.9,NA,0.5,NA,NA,0.5,NA,NA,NA,NA,0.5,3.3,12.3,22.3,37.9,18.8,10.3,9.2,4.8,2.6,0.7,0.7,1.5,0.4,1.1,NA,0.7,1.1,1.5,1.5,8.9,12.6,6.3,6.6,4.4,2.2,1.5,2.2,0.4,0.4,1.1
416500,185500,"Swindon M.B.","Swindon M.B.",NA,1,NA,2.1,2.1,NA,1,NA,1,NA,1,NA,NA,1,NA,NA,1,11.4,41.4,37.2,13.4,11.4,10.3,4.1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.1,3.1,4.1,3.1,3.1,1,NA,2.1,2.1,1,NA,NA
377500,401500,"Swinton and Pendlebury U.D.","Swinton and Pendlebury U.D.",5.7,13.3,9.5,3.8,3.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9,NA,1.9,9.5,9.5,18.9,13.3,30.3,24.6,30.3,5.7,1.9,NA,NA,NA,NA,1.9,NA,1.9,3.8,18.9,5.7,7.6,1.9,3.8,NA,3.8,1.9,1.9,NA,NA
323500,124500,"Taunton M.B.","Taunton M.B.",NA,2.7,NA,NA,2.7,5.3,NA,2.7,NA,2.7,5.3,NA,2.7,NA,NA,2.7,8,NA,5.3,10.6,10.6,16,16,5.3,NA,NA,NA,NA,NA,NA,NA,NA,5.3,NA,2.7,2.7,5.3,5.3,NA,NA,2.7,NA,2.7,NA,NA,NA
395500,292500,"Tipton U.D.","Tipton U.D.",NA,10,6.7,8.3,5,NA,NA,1.7,NA,NA,NA,NA,NA,1.7,NA,NA,1.7,1.7,3.3,30.1,65.1,58.4,28.4,31.7,3.3,1.7,1.7,NA,1.7,NA,NA,NA,1.7,8.3,5,8.3,15,5,NA,3.3,1.7,1.7,3.3,NA,3.3,1.7
394500,424500,"Todmorden M.B.","Todmorden M.B.",NA,7.5,14.9,5,NA,NA,NA,NA,NA,2.5,NA,NA,NA,NA,NA,NA,2.5,NA,7.5,14.9,12.4,22.4,19.9,10,5,2.5,5,2.5,NA,NA,NA,NA,NA,2.5,NA,19.9,22.4,27.4,14.9,2.5,2.5,NA,7.5,NA,5,NA
291500,65500,"Torquay M.B.","Torquay M.B.",NA,NA,3.4,1.7,NA,3.4,NA,NA,NA,NA,NA,NA,NA,NA,3.4,NA,5.1,6.8,18.7,32.3,22.1,15.3,5.1,5.1,3.4,1.7,6.8,NA,1.7,NA,NA,6.8,NA,NA,10.2,15.3,5.1,5.1,1.7,3.4,1.7,3.4,3.4,NA,NA,NA
533500,190500,"Tottenham U.D.","Tottenham U.D.",0.4,3.3,1.9,5.2,1.5,0.4,0.4,NA,NA,NA,1.1,1.9,4.1,4.1,7.1,12.6,20.5,27.5,23.1,14.9,6.3,9.3,10,6.7,2.6,1.9,3.3,0.7,1.1,1.1,0.4,NA,1.5,1.9,6.3,5.6,9.7,6,2.6,1.9,0.7,0.4,1.9,0.4,0.7,0.4
314500,209500,"Tredegar U.D.","Tredegar U.D.",NA,NA,NA,2.3,4.6,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.3,6.8,2.3,22.8,15.9,9.1,9.1,NA,4.6,4.6,NA,NA,NA,2.3,NA,2.3,2.3,2.3,13.7,NA,9.1,NA,NA,NA,2.3,4.6,NA
